accept_rate,accuracy,budget,candidate_oracle_loss,causal_k,composition_steps,deployment_reject_margin,deployment_risk_adjusted,deployment_risk_penalty,excess_over_candidate_oracle,gate_steps,generated_candidates,harmful_accept_rate,heldout_seed,interaction_mode,loss,no_harm_margin,oracle_match_rate,policy,predicted_regret_mean,predicted_sigma_mean,propagation_steps,regret_corr,regret_retriever_steps,reject_margin,retriever_steps,risk_penalty,seed,selected_composition_argmax_rate,selected_composition_count_only_rate,selected_composition_expected_rate,selected_composition_rate,selected_generated_0_rate,selected_generated_1_rate,selected_generated_2_rate,selected_generated_3_rate,selected_generated_rate,selected_indexed_rate,selected_interaction_rate,selected_learned_rate,selected_proximity_rate,selection_train_accept_rate,selection_train_gap_closure,selection_train_harmful_accept_rate,selection_train_loss,selection_train_policy,test_samples,total_objects_n,train_candidate_regret_accept_rate,train_candidate_regret_gate_loss,train_seed_count,train_static_learned_loss,train_uncertainty_regret_accept_rate,train_uncertainty_regret_gate_loss,validation_samples_per_seed
0.0,0.466667,4,0.989982,32,600,0.02,1.0,0.5,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p5_m0p02,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.05,1.0,0.5,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p5_m0p05,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0025,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0p0025,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.005,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0p005,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.01,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0p01,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.02,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0p02,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.05,1.0,0.75,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r0p75_m0p05,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0025,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0p0025,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.005,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0p005,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.01,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0p01,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.02,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0p02,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.05,1.0,1.0,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1_m0p05,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0,1.0,1.5,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1p5_m0,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
0.0,0.466667,4,0.989982,32,600,0.0025,1.0,1.5,0.034571,600,4,0.0,11,pairwise,1.024553,0.0,0.011111,uncertainty_regret_gate_r1p5_m0p0025,0.000987,0.052532,40,0.082683,600,0.0,400,0.5,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,90,2048,0.958333,0.977563,4,0.985029,0.045833,0.983906,180
